Post ID,Product Brand,Sentiment Score,battery,camera,screen,performance,design,software,display,speaker,battery life,camera quality
1089,Samsung S24 Ultra,-0.2,,,,,,,,,,
121,Samsung S24 Ultra,0.8,,,,,4.0,,,,,
217,Samsung S24 Ultra,0.4,,4.0,,,,,,,,
226,Samsung S24 Ultra,-0.4,,,,,,2.0,,,,
476,Samsung S24 Ultra,-0.5,,2.0,,,,,,,,
12,Samsung S24 Ultra,-0.25,,,,,,,,,,
1340,Samsung S24 Ultra,0.0,,,,,,,,,,
1610,Samsung S24 Ultra,-0.375,,,,,,,,,,
1791,Samsung S24 Ultra,0.2,,,,,,,,,3.0,
820,Samsung S24 Ultra,0.8,,4.0,,,,,,,,
1785,Samsung S24 Ultra,-0.25,,,2.0,,,,,,,
561,Samsung S24 Ultra,0.0,,,3.0,,,,,,,
1042,Samsung S24 Ultra,-0.375,,,,,,,,,3.0,
210,Samsung S24 Ultra,0.5,,4.0,,,,,,,,
647,Samsung S24 Ultra,-0.7,,,,,2.0,,,,,
1753,Samsung S24 Ultra,0.8,,,,,,5.0,,,,
528,Samsung S24 Ultra,-0.25,,,,,,,,,,
853,Samsung S24 Ultra,0.6,,,4.0,,,,4.0,,,
42,Samsung S24 Ultra,0.4,,,,,,,,,,
285,Samsung S24 Ultra,0.6,,4.0,,,,,,,,
991,Samsung S24 Ultra,-1.0,,,,,,,,,,
184,Samsung S24 Ultra,0.231,,,,,,,,,,
1119,Samsung S24 Ultra,-0.25,,,,,2.0,2.0,,,,
451,Samsung S24 Ultra,0.2,,,,3.0,4.0,,,,,
948,Samsung S24 Ultra,-0.6,,,,,,,,,,
1295,Samsung S24 Ultra,-0.19,,,,,,,,,,
1794,Samsung S24 Ultra,-0.25,,,,,,,,,2.0,
76,Samsung S24 Ultra,0.6,,,,5.0,,,,,4.0,
397,Samsung S24 Ultra,0.1,3.0,,,,,,,,,
1,Samsung S24 Ultra,0.1,,,3.0,,,,,,3.0,
596,Samsung S24 Ultra,-0.2,,,,3.0,,,,,4.0,
1724,Samsung S24 Ultra,-0.3,2.0,4.0,4.0,4.0,4.0,5.0,,3.0,5.0,
1723,Samsung S24 Ultra,-0.375,2.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0
1725,Samsung S24 Ultra,0.125,,,,,,,,,,
962,Samsung S24 Ultra,0.6,,,,,,,,,,
247,Samsung S24 Ultra,0.1,3.0,,,,,3.0,,,,
1670,Samsung S24 Ultra,-0.6,,,,,,2.0,,,,
539,Samsung S24 Ultra,0.8,,,4.0,,,,,,,
611,Samsung S24 Ultra,-0.5,,,,,,3.0,3.0,,,
671,Samsung S24 Ultra,0.0,,,,,,,,,,
1300,Samsung S24 Ultra,0.5,,,3.0,,,,,,,
1336,Samsung S24 Ultra,0.0,,,,,,,,,,
845,Samsung S24 Ultra,0.6,2.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0
77,Samsung S24 Ultra,0.5,,,,,4.0,,,,,
540,Samsung S24 Ultra,0.0,,,,,,,3.0,,,
360,Samsung S24 Ultra,-0.5,3.0,,,,,,,,4.0,
28,Samsung S24 Ultra,-0.4,,,,2.0,,,,,,
894,Samsung S24 Ultra,0.0,,,,,,,,,,
1322,Samsung S24 Ultra,0.3,,,,,,,,,,
1367,Samsung S24 Ultra,-0.25,,,,,,,,,,
71,Samsung S24 Ultra,-0.1,,,,,,,,,,
160,Samsung S24 Ultra,0.3125,,3.0,,,,,4.0,,,
756,Samsung S24 Ultra,-0.7,5.0,5.0,3.0,1.0,1.0,1.0,,1.0,1.0,2.0
1618,Samsung S24 Ultra,0.3,,,,,,,,,,
1624,Samsung S24 Ultra,0.0,,,,,,,,,,
268,Samsung S24 Ultra,-0.8,,,,,,,,,,
350,Samsung S24 Ultra,0.5,4.0,,,,,,,,5.0,
179,Samsung S24 Ultra,-0.4,,,,,2.0,,,,,
1143,Samsung S24 Ultra,0.6,,,,,,,,,,
186,Samsung S24 Ultra,-0.5,,,,,,,1.0,,,
470,Samsung S24 Ultra,-0.7,,,,,,1.0,,,,
749,Samsung S24 Ultra,0.0,,,,,,,,,,
545,Samsung S24 Ultra,0.0,,,,,,,,,,
1233,Samsung S24 Ultra,0.2,,,3.0,,,,,,,
1505,Samsung S24 Ultra,0.1,3.0,,,,,,,,,
233,Samsung S24 Ultra,-0.2,,,,,,,,,,
505,Samsung S24 Ultra,0.5,,,,,5.0,,,,,
105,Samsung S24 Ultra,0.5,,,,,,,,,4.0,
91,Samsung S24 Ultra,0.1,,,,,,,,,,
133,Samsung S24 Ultra,0.25,,,3.0,,,,,,,
1391,Samsung S24 Ultra,-0.6,,,,,1.0,,,,,
967,Samsung S24 Ultra,0.3,,,,,,,,,,
1252,Samsung S24 Ultra,-0.4,,,,,,,,,,
1389,Samsung S24 Ultra,0.2,,,,,,,,,,
469,Samsung S24 Ultra,0.0,,1.0,,,,,,,,
1180,Samsung S24 Ultra,0.185,,,4.0,,,,,,3.0,4.0
129,Samsung S24 Ultra,0.6,,3.0,,,,5.0,,,,
81,Samsung S24 Ultra,-0.8,,2.0,,,,,,,,
213,Samsung S24 Ultra,-0.25,,,,,,,,,,
521,Samsung S24 Ultra,0.6,,,,4.0,4.0,2.0,5.0,5.0,3.0,5.0
556,Samsung S24 Ultra,-0.5,,,1.0,,2.0,1.0,,,,
1490,Samsung S24 Ultra,0.5,,,,,,,,,4.0,
128,Samsung S24 Ultra,-0.5,,,,,,,,,,
110,Samsung S24 Ultra,0.0,,,,,,,,,,
628,Samsung S24 Ultra,-0.3,,,,,,,,,,
511,Samsung S24 Ultra,0.0,,,,,,,,,,
554,Samsung S24 Ultra,0.0,,,,,,,,,,
119,Samsung S24 Ultra,0.75,,,,,,,,,5.0,
37,Samsung S24 Ultra,-0.2,,,,,,,,,,
62,Samsung S24 Ultra,0.2,,,,,,,,,,
467,Samsung S24 Ultra,0.1,,3.0,,,,,,,,
856,Samsung S24 Ultra,0.6,,,,,,,,,,
1541,Samsung S24 Ultra,-0.4,,,,,,,,,,
238,Samsung S24 Ultra,-0.4,,,,,,,2.0,,,
1795,Samsung S24 Ultra,0.0,3.0,,,,,3.0,,,,
388,Samsung S24 Ultra,0.3,3.0,,,4.0,,3.0,,,,
389,Samsung S24 Ultra,0.0,3.0,,,3.0,,,,,,
1498,Samsung S24 Ultra,0.6,3.0,2.0,,,4.0,4.0,,,5.0,
121,Samsung S24 Ultra,-0.5,,,,,,,,,,
83,Samsung S24 Ultra,0.0,,,,,,,,,,
383,Samsung S24 Ultra,-0.5,,,,,,,,,1.0,
1376,Samsung S24 Ultra,0.25,,,,,,,,,,
109,Samsung S24 Ultra,0.0,,,3.0,,,,,,,
214,Samsung S24 Ultra,-0.3,,2.0,,,,,,,,
1656,Samsung S24 Ultra,-0.2,,,,,,2.0,,,,
449,Samsung S24 Ultra,0.6,,,3.0,,,,,,4.0,
632,Samsung S24 Ultra,0.7,,,,,,,,,,
1475,Samsung S24 Ultra,-0.4,3.0,,,,,,,,,
422,Samsung S24 Ultra,-0.5,,2.0,5.0,2.0,4.0,5.0,5.0,2.0,1.0,5.0
777,Samsung S24 Ultra,0.7,,,,,4.0,4.0,,,,
1325,Samsung S24 Ultra,-0.45,,,,,,,,,,
91,Samsung S24 Ultra,-0.938,,,,,,1.0,,,,
98,Samsung S24 Ultra,0.0,,,,3.0,,,,,,
12,Samsung S24 Ultra,0.0,,,,,,,,,,
190,Samsung S24 Ultra,-0.25,2.0,,,,,,,,,
1645,Samsung S24 Ultra,1.0,,,,,,,,,,
1653,Samsung S24 Ultra,-0.1,,,,,,2.0,,,,
810,Samsung S24 Ultra,1.0,,,,,,,,,,
1613,Samsung S24 Ultra,0.3,,,,,,,,,,
841,Samsung S24 Ultra,0.0,,,3.0,,,,,,,
1390,Samsung S24 Ultra,-0.5,,,,,,,,,,
1699,Samsung S24 Ultra,0.0,,,,,,,,,,
20,Samsung S24 Ultra,-0.25,,,2.0,,,,,,,
952,Samsung S24 Ultra,-0.2,,,,,3.0,,,,,
955,Samsung S24 Ultra,-0.7,,,,,1.0,,,,,
1601,Samsung S24 Ultra,0.0,,,,,,,,,,
32,Samsung S24 Ultra,-0.5,,,,,,,2.0,,,
292,Samsung S24 Ultra,0.6,,4.0,,,,,,,,
785,Samsung S24 Ultra,0.5,,,,,3.0,,,,,
24,Samsung S24 Ultra,0.5,,,,,,,3.0,,,
80,Samsung S24 Ultra,0.5,,,,,,,,,,
96,Samsung S24 Ultra,0.5,,,,,,,,,,
1006,Samsung S24 Ultra,-0.4,,,,,,,,,,
1793,Samsung S24 Ultra,0.2,,,,,,3.0,,,3.0,
93,Samsung S24 Ultra,0.0,,,,,,,,,,
142,Samsung S24 Ultra,0.6,,,,,,,,,,
546,Samsung S24 Ultra,0.6,,,4.0,,,,,,,
1460,Samsung S24 Ultra,-1.0,,,,,,,,,,
1586,Samsung S24 Ultra,0.0,,,,,,,,,,
1619,Samsung S24 Ultra,0.3,3.0,2.0,4.0,3.0,4.0,3.0,,,,
90,Samsung S24 Ultra,-0.6,,,,,,,,,1.0,
66,Samsung S24 Ultra,-0.6,2.0,,,,,,,,,
818,Samsung S24 Ultra,0.4,,,,,3.0,,,,,
1112,Samsung S24 Ultra,0.8,,,,,5.0,,,,,
1145,Samsung S24 Ultra,0.5,,,3.0,,,,,,,
1346,Samsung S24 Ultra,-0.4,,,,,,,,,,
126,Samsung S24 Ultra,-0.1,,,2.0,,,,,2.0,5.0,5.0
175,Samsung S24 Ultra,-0.6,,,,,2.0,1.0,,,,
211,Samsung S24 Ultra,-0.5,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0
801,Samsung S24 Ultra,0.6,,,,,4.0,,,,,
1037,Samsung S24 Ultra,0.4,,4.0,,,,,,,,
1208,Samsung S24 Ultra,0.6,,,,,,5.0,,,,
1489,Samsung S24 Ultra,0.3,3.0,,,,,,,,,
1740,Samsung S24 Ultra,0.3,,,,,,3.0,,,,
657,Samsung S24 Ultra,-0.6,,,,,,,,,,
1510,Samsung S24 Ultra,-0.5,,,,,,,,,2.0,
9,Samsung S24 Ultra,0.25,,,,,,3.0,4.0,,,
64,Samsung S24 Ultra,0.0,,,1.0,1.0,1.0,1.0,,,,
83,Samsung S24 Ultra,-0.5,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0
559,Samsung S24 Ultra,0.3,,,,,,,3.0,,,
1487,Samsung S24 Ultra,0.7,4.0,,,,,,,,4.0,
15,Samsung S24 Ultra,-0.5,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
828,Samsung S24 Ultra,0.3,,,,,,,,,,
89,Samsung S24 Ultra,0.4,,,,2.0,4.0,5.0,5.0,2.0,5.0,5.0
377,Samsung S24 Ultra,0.55,,,,4.0,,,,,,
922,Samsung S24 Ultra,-0.25,,,,,,,,,,
1204,Samsung S24 Ultra,0.444,,,,,,4.0,,,,
1689,Samsung S24 Ultra,-0.4,,,,,,,,,2.0,
346,Samsung S24 Ultra,-0.333,,,,,,,,,2.0,
87,Samsung S24 Ultra,0.3,,,,,,,,,,
672,Samsung S24 Ultra,-0.7,,,,,,,,,,
1001,Samsung S24 Ultra,-0.25,,,,,,,,,,3.0
1379,Samsung S24 Ultra,-0.4,,3.0,2.0,5.0,4.0,1.0,2.0,2.0,5.0,5.0
541,Samsung S24 Ultra,1.0,,,,,,,,,,
1675,Samsung S24 Ultra,0.0,,,,,,,,,,
74,Samsung S24 Ultra,-0.6,,,,,,,,,,
86,Samsung S24 Ultra,-0.5,,,,,3.0,,,,,
331,Samsung S24 Ultra,-0.6,2.0,,,,,,,,,
961,Samsung S24 Ultra,0.0,,,,,,,,,,
1370,Samsung S24 Ultra,0.2,,,,,,,,,,
33,Samsung S24 Ultra,-0.6,,,,,1.0,1.0,,,,
560,Samsung S24 Ultra,-0.4,2.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0
1142,Samsung S24 Ultra,0.2,,5.0,4.0,,5.0,,,2.0,2.0,
1213,Samsung S24 Ultra,0.8,,,,,,4.0,,,,
14,Samsung S24 Ultra,0.35,,,,,,,,,,
187,Samsung S24 Ultra,-0.5,,,,,,,,,,
38,Samsung S24 Ultra,0.45,,,,,,,,,,
171,Samsung S24 Ultra,0.15,,,,,,,,,,
216,Samsung S24 Ultra,0.1,,,,,,,,,,
219,Samsung S24 Ultra,0.0,,,,,,,,,,
185,Samsung S24 Ultra,0.0,,,,,,,,,,
921,Samsung S24 Ultra,-1.0,,,,,,,,,,
287,Samsung S24 Ultra,-0.5,,1.0,,,,,,,,
595,Samsung S24 Ultra,0.2,,,,,,,,,,
653,Samsung S24 Ultra,-0.5,,,2.0,,,,,,,
72,Samsung S24 Ultra,0.8,,,,,,,,,,
939,Samsung S24 Ultra,-0.8,,,,,,,,,,
1051,Samsung S24 Ultra,-0.25,,,,,1.0,,,,,
1664,Samsung S24 Ultra,0.25,,,,,,3.0,,,,
278,Samsung S24 Ultra,0.0,,,,,,,,,,
410,Samsung S24 Ultra,-0.35,,,,,,,,,,
552,Samsung S24 Ultra,-0.5,,,,,,,2.0,,,
1294,Samsung S24 Ultra,0.0,,,,,,,,,,
1352,Samsung S24 Ultra,0.5,,,4.0,,,,,,,
1516,Samsung S24 Ultra,-0.25,3.0,,,,,,,,,
36,Samsung S24 Ultra,-0.3,,,,,,,,,,
13,Samsung S24 Ultra,-0.3,,,,,,,,,2.0,
396,Samsung S24 Ultra,-0.5,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
444,Samsung S24 Ultra,0.7,4.0,,,,,,,,,
1254,Samsung S24 Ultra,0.5,,,,,,,,,,
1385,Samsung S24 Ultra,0.2,,,,,,,,,,
371,Samsung S24 Ultra,0.4,,,,,,,,,4.0,
1474,Samsung S24 Ultra,0.8,,,,,,,,,,
1535,Samsung S24 Ultra,0.5,,,,,,,,,,
1605,Samsung S24 Ultra,0.6,,,,,,,,,,
1007,Samsung S24 Ultra,0.0,,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
562,Samsung S24 Ultra,-0.3,,,,,,,2.0,,,
3,Samsung S24 Ultra,-0.25,2.0,,,3.0,,4.0,,,,
911,Samsung S24 Ultra,-0.9,,,,,,1.0,,,,
676,Samsung S24 Ultra,0.0,,,,,,,,,,
1767,Samsung S24 Ultra,-0.5263,2.0,,,,,,,,,
817,Samsung S24 Ultra,-0.1,,,,,2.0,,,,,
970,Samsung S24 Ultra,-0.4,,,,,,,,,,
1502,Samsung S24 Ultra,0.4,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0,
1551,Samsung S24 Ultra,-0.25,2.0,,,,,,,,,
1612,Samsung S24 Ultra,0.0,,,,,,,,,,
1775,Samsung S24 Ultra,0.0,,,,,,,,,,
11,Samsung S24 Ultra,-0.5,2.0,,,,,,,,,
374,Samsung S24 Ultra,-0.2,3.0,,,,,4.0,,,,
1518,Samsung S24 Ultra,0.0,,,,,,,,,,
191,Samsung S24 Ultra,-0.6,,,,,,,,,,
1019,Samsung S24 Ultra,-0.3,,,,,2.0,,,,,
971,Samsung S24 Ultra,-1.0,,,,,,,,,,
823,Samsung S24 Ultra,0.3,,,,,3.0,,,,,
1412,Samsung S24 Ultra,0.0,,,,,,,,,,
197,Samsung S24 Ultra,0.0,,,,,,,,,,
329,Samsung S24 Ultra,-0.6,2.0,,,,,,,,,
966,Samsung S24 Ultra,0.5,,,,,,,,,,
196,Samsung S24 Ultra,0.0,,,,,,,,,,
416,Samsung S24 Ultra,0.5,,,,2.0,,3.0,,,,
446,Samsung S24 Ultra,0.2,5.0,,,3.0,,,,,,
699,Samsung S24 Ultra,0.0,,,,,,,,,,
812,Samsung S24 Ultra,0.8,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0
1292,Samsung S24 Ultra,0.0,,,,,,,,,,
1309,Samsung S24 Ultra,0.7,4.0,,,,,,,,,
31,Samsung S24 Ultra,-0.6,,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0
263,Samsung S24 Ultra,0.8,,5.0,,,,,,,,
642,Samsung S24 Ultra,-0.33,,,,,,,,,,
392,Samsung S24 Ultra,0.0,,,,,,,,,,
902,Samsung S24 Ultra,0.75,,,,,,,,,,
964,Samsung S24 Ultra,0.7,,,,,,,,,,
1173,Samsung S24 Ultra,0.0,,,,,,,,,,
1271,Samsung S24 Ultra,0.5,,,,,,,,,,
1519,Samsung S24 Ultra,0.2,,,,,,,,,,
76,Samsung S24 Ultra,0.8,,,,,,,,,,
114,Samsung S24 Ultra,0.5,,,,,,,,,,
1231,Samsung S24 Ultra,0.25,,,3.0,,,,,,,
4,Samsung S24 Ultra,0.6,,,,,,,,,,
157,Samsung S24 Ultra,0.0,,,,,2.0,,,,,
270,Samsung S24 Ultra,0.2,3.0,4.0,3.0,,4.0,2.0,,,,
347,Samsung S24 Ultra,0.2,3.0,,,,,,,,,
618,Samsung S24 Ultra,0.0,,,,,,,,,,
677,Samsung S24 Ultra,-0.4,,,,,,,,,,
22,Samsung S24 Ultra,0.375,,,3.0,1.0,2.0,1.0,5.0,4.0,5.0,5.0
275,Samsung S24 Ultra,0.0,,,,,,,,,,
457,Samsung S24 Ultra,0.5,,3.0,4.0,5.0,4.0,4.0,,2.0,5.0,
489,Samsung S24 Ultra,0.3,,,,,3.0,,,,,
1310,Samsung S24 Ultra,0.5,,,,,,,,,,
1735,Samsung S24 Ultra,-0.4,,,,,,,,,,
28,Samsung S24 Ultra,0.0,,,,,,,,,,
264,Samsung S24 Ultra,0.8,,4.0,,,,,,,,
1018,Samsung S24 Ultra,0.0,,3.0,,,,,,,,
1508,Samsung S24 Ultra,-0.1,,,,,3.0,,,,,
695,Samsung S24 Ultra,1.0,,,,,,,,,,
963,Samsung S24 Ultra,0.0,,,,,,,,,,
1514,Samsung S24 Ultra,0.1,3.0,3.0,,,,,,,,
1734,Samsung S24 Ultra,0.0,,,3.0,,,,,,,
21,Samsung S24 Ultra,-0.5,,,,,,,,,,
260,Samsung S24 Ultra,0.1,,3.0,,,,,,,,
1050,Samsung S24 Ultra,0.4,4.0,,4.0,3.0,3.0,,4.0,2.0,1.0,5.0
1101,Samsung S24 Ultra,0.6,,,,,,,,,,
448,Samsung S24 Ultra,-0.5,,,,,,,,,,
1034,Samsung S24 Ultra,0.6,,,,,4.0,3.0,,,,
1191,Samsung S24 Ultra,0.28,,,,,,,,,,
1311,Samsung S24 Ultra,0.6,,,,,4.0,,,,,
193,Samsung S24 Ultra,-0.6,,,5.0,5.0,5.0,2.0,,2.0,5.0,5.0
368,Samsung S24 Ultra,0.0,3.0,,4.0,,,,,,,
604,Samsung S24 Ultra,0.4,4.0,,5.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0
1090,Samsung S24 Ultra,-0.25,,,,,,,,,,
1178,Samsung S24 Ultra,0.1,,,,,,,,,,
150,Samsung S24 Ultra,-0.4,,,,,2.0,,,,,
341,Samsung S24 Ultra,0.7,4.0,5.0,5.0,5.0,5.0,5.0,,,,
502,Samsung S24 Ultra,-0.4,,,,,,,2.0,,,
503,Samsung S24 Ultra,0.1,,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,
1150,Samsung S24 Ultra,0.0,,,,,,,,,,
1306,Samsung S24 Ultra,-0.3,,,,,,,,,,
1640,Samsung S24 Ultra,0.2,,,,,,,,,,
1728,Samsung S24 Ultra,0.0,,,,,,,,,,
501,Samsung S24 Ultra,0.0,,,,,,,,,,
666,Samsung S24 Ultra,0.0,,,,,,,,,,
882,Samsung S24 Ultra,0.0,,,,,,,,,,
343,Samsung S24 Ultra,0.0,,,,,,,,,,
629,Samsung S24 Ultra,0.0,,,,,,,,,,
992,Samsung S24 Ultra,0.0,,,,,,,,,,
1008,Samsung S24 Ultra,-0.375,,,,,,,,,,
1031,Samsung S24 Ultra,0.375,,,,,,,,,,
1652,Samsung S24 Ultra,-0.7,,,,,,2.0,,,,
506,Samsung S24 Ultra,0.7,,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
551,Samsung S24 Ultra,0.0,,,,,,,,,,
147,Samsung S24 Ultra,-0.7,2.0,2.0,,,,,2.0,,,
149,Samsung S24 Ultra,0.25,,,,,,,,,,
874,Samsung S24 Ultra,0.0,,,,,,,,,,
1066,Samsung S24 Ultra,0.2,,,,,,,,,,
1141,Samsung S24 Ultra,0.1,,,,,,,,,,
830,Samsung S24 Ultra,0.825,5.0,,,,,,,,,
1327,Samsung S24 Ultra,0.0,,,,,,,,,,
1749,Samsung S24 Ultra,-0.3,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
113,Samsung S24 Ultra,-0.5,,3.0,,,,,,,,
154,Samsung S24 Ultra,-0.2,,,,,,,,,,
208,Samsung S24 Ultra,-0.4,,,,,,,,,,
555,Samsung S24 Ultra,0.5,,,,,,,,,,
1269,Samsung S24 Ultra,0.7,,,,5.0,4.0,,,,,
1313,Samsung S24 Ultra,0.2,,,,,,,,,,
221,Samsung S24 Ultra,0.0,,,,,,,,,,
316,Samsung S24 Ultra,-0.125,,,,,,,,,,2.0
412,Samsung S24 Ultra,0.0,,,,,,,,,,
463,Samsung S24 Ultra,0.0,,3.0,,,,,,,,
646,Samsung S24 Ultra,0.0,,,,,,,,,,
956,Samsung S24 Ultra,-0.6,,,,,1.0,,,,,
1078,Samsung S24 Ultra,0.5,,,,,,5.0,,,,
1706,Samsung S24 Ultra,-0.4,,,,,,,,,,
58,Samsung S24 Ultra,-0.5,,,,,,,,,,2.0
234,Samsung S24 Ultra,-0.1,,,,,,2.0,,,,
428,Samsung S24 Ultra,-0.4,,,,,,,,,,
438,Samsung S24 Ultra,0.35,3.0,4.0,3.0,,4.0,,,,,
1669,Samsung S24 Ultra,0.0,,,,,,,,,,
1772,Samsung S24 Ultra,0.5,4.0,3.0,,,4.0,,,,,
1810,Samsung S24 Ultra,1.0,,,,,,,,,,
31,Samsung S24 Ultra,-0.5,,,,,,,,,,
584,Samsung S24 Ultra,0.4,,,3.0,,,,,,,
1264,Samsung S24 Ultra,1.0,,,,,,,,,,
1748,Samsung S24 Ultra,0.25,,,,,,,,,,
1812,Samsung S24 Ultra,0.0,,,,,,,,,,
81,Samsung S24 Ultra,0.5,,,,,,,,,,
861,Samsung S24 Ultra,-0.2,,,,,,,,,,
1068,Samsung S24 Ultra,-0.2,3.0,,,3.0,,,,,,
1282,Samsung S24 Ultra,0.2,,,3.0,,,,,,,
1483,Samsung S24 Ultra,-0.8,,,,,,,,,,
1515,Samsung S24 Ultra,-0.6,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0
1520,Samsung S24 Ultra,0.0,2.0,,,3.0,,3.0,,,,
1522,Samsung S24 Ultra,-0.2,,,,,,,,,,
1644,Samsung S24 Ultra,0.0,,,,,,,,,,
223,Samsung S24 Ultra,-0.3,,,,,,,2.0,,,
1069,Samsung S24 Ultra,0.2,,,,,,,,,2.0,
49,Samsung S24 Ultra,0.3,,,,,,,,,3.0,
920,Samsung S24 Ultra,0.0,,,,,,,,,,
1660,Samsung S24 Ultra,-0.7,3.0,3.0,5.0,5.0,5.0,2.0,,5.0,5.0,5.0
44,Samsung S24 Ultra,0.0,,,,,,,,,,
405,Samsung S24 Ultra,0.0,,,,,,,,,,
419,Samsung S24 Ultra,-1.0,,,,,,1.0,,,,
684,Samsung S24 Ultra,0.0,,,,,,,,,,
997,Samsung S24 Ultra,-0.1667,,,,,,,,,,
1581,Samsung S24 Ultra,0.09375,,,,,,,,,,
373,Samsung S24 Ultra,0.0,,,,,,,,,,
594,Samsung S24 Ultra,0.25,,,,,,,4.0,,4.0,
97,Samsung S24 Ultra,0.0,,,,,,,,,,
433,Samsung S24 Ultra,0.0,,,,,,,,,,
498,Samsung S24 Ultra,0.0,,,,,,,,,,
1093,Samsung S24 Ultra,-0.3,,,,,,,,,,
92,Samsung S24 Ultra,0.0,,,,,,,,,,
46,Samsung S24 Ultra,0.0,,,,,,,,,,
385,Samsung S24 Ultra,-0.3,2.0,,,,,,,,,
426,Samsung S24 Ultra,1.0,,,,,,5.0,,,,
593,Samsung S24 Ultra,0.75,2.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0
890,Samsung S24 Ultra,0.0,,,,,,,,,,
937,Samsung S24 Ultra,-0.6,,,4.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0
1236,Samsung S24 Ultra,0.0,,,5.0,,,,,,,
170,Samsung S24 Ultra,0.0,,,,,,,,,,
174,Samsung S24 Ultra,0.0,,,,,,,,,,
1417,Samsung S24 Ultra,0.0,,,,,,,,,,
1635,Samsung S24 Ultra,0.0,3.0,3.0,3.0,,,,,,,
1773,Samsung S24 Ultra,0.0,,,,,,,,,,
1811,Samsung S24 Ultra,0.6,,,,,,,,,4.0,4.0
132,Samsung S24 Ultra,-0.65,,,,,,,,,,
349,Samsung S24 Ultra,0.15,3.0,4.0,2.0,,,,,,,
734,Samsung S24 Ultra,0.0,,,,,,,,,,
899,Samsung S24 Ultra,0.0,,,,,,,,,,
1596,Samsung S24 Ultra,0.0,,,,,,,,,,
1663,Samsung S24 Ultra,0.1,,,,,,2.0,,,,
1777,Samsung S24 Ultra,0.6,4.0,5.0,4.0,3.0,4.0,4.0,4.0,,,
1798,Samsung S24 Ultra,0.0,,,,,,,,,,
401,Samsung S24 Ultra,0.2,,,,,,3.0,,,,
968,Samsung S24 Ultra,-0.1,,,,,,,,,,
1756,Samsung S24 Ultra,0.51,,,5.0,2.0,4.0,5.0,2.0,4.0,5.0,2.0
1771,Samsung S24 Ultra,0.2,3.0,4.0,2.0,,3.0,,,,,
38,Samsung S24 Ultra,-0.4,,,,,,,,,,
84,Samsung S24 Ultra,-0.25,,,2.0,,2.0,,,,,
183,Samsung S24 Ultra,0.0,,,,,,,,,,
914,Samsung S24 Ultra,0.2,,,,,,3.0,,,,
928,Samsung S24 Ultra,-1.0,2.0,,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0
1083,Samsung S24 Ultra,-0.4,,1.0,,,,,,,,
1651,Samsung S24 Ultra,0.0,,,,,,3.0,,,,
172,Samsung S24 Ultra,0.4,,,3.0,,,,,,,
344,Samsung S24 Ultra,0.5,2.0,5.0,4.0,,,,,,3.0,
424,Samsung S24 Ultra,-0.875,,,,,,,,,,
563,Samsung S24 Ultra,0.4,,,,,,,3.0,,,
601,Samsung S24 Ultra,0.0,,,,,,,,,3.0,
897,Samsung S24 Ultra,0.4,2.0,5.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,3.0
1010,Samsung S24 Ultra,0.0,,,,,,,,,,
1067,Samsung S24 Ultra,-0.5,,,4.0,3.0,1.0,4.0,,4.0,5.0,5.0
1092,Samsung S24 Ultra,-0.5,3.0,,,,,2.0,,,,
1312,Samsung S24 Ultra,0.1,,,,,,,,,,
1694,Samsung S24 Ultra,0.0,,,,,,,,,,
69,Samsung S24 Ultra,-0.2,,,,,3.0,2.0,,,,
570,Samsung S24 Ultra,-0.6,2.0,1.0,3.0,,,,,,,
941,Samsung S24 Ultra,-0.2,,,,,,,,,,
1013,Samsung S24 Ultra,0.2,,,,,,,,,,
1158,Samsung S24 Ultra,1.0,,,,,,,,,,
1720,Samsung S24 Ultra,0.0,,,,,,,,,,
372,Samsung S24 Ultra,0.8,5.0,,,,,,,,,
1529,Samsung S24 Ultra,0.0,,,,,,,,,,
148,Samsung S24 Ultra,-0.6,,,,,1.0,,,,,
375,Samsung S24 Ultra,0.7143,5.0,,,,,,,,,
507,Samsung S24 Ultra,0.2,,,,,,,,,,
542,Samsung S24 Ultra,0.0,,,,,,,,,,
